"","text","vaccine"
"5561","At the same time, while being in the same room with MLT and council during negotiations; it was obvious we couldn't work together.",0
"5562","RT @RepTKlarides: Forum: The state income tax at 25: Grand promise broken, state fiscal woes come full circle https://t.co/DG6NDPlM8D",0
"5563","RT @HillsboroPolice: https://t.co/JLCKXBPHFW - Hillsboro Police Seeks Public's Help in Locating Missing Person (Photo)",0
"5564","A @DavidsonCollege man needs no introduction. 👍🏼 https://t.co/An1VbZAsKX",0
"5565","@lucymealing ....Like this one??? X http://t.co/oPNfzLk",0
"5566","RT @amandabarren: ONE MILLION meals have been delivered to students in West Virginia since closure. ONE MILLION.",0
"5567","Election Day is finally here Family! Let's all do our part and exercise our right to vote.  

If you need a ride... http://t.co/hvagEG12",0
"5568","Holy heck and this is just from Night 1? https://t.co/A9BOavKDA4",0
"5569","RT @Richer4Recorder: And...  @SecretaryHobbs steps in and reminds us that what we might like to do is not the same thing as what the law allows us to do.  Apparently Adrian didn't care. https://t.co/TOc4ji9brd",0
"5570","There is no sugar coating this.

The President did not practice #COVID19 prevention or risk reduction until he developed symptoms of his infection &amp; confirmation of infection.

That's not science. Many people describe that as reckless and dangerous./2",0
"5571","RT @MVCsports: Baker, Tuttle Named Wooden Award All-Americans &gt; http://t.co/213jymOjYC #MVCHoops http://t.co/TrhvmsGsFi",0
"5572","Had my dancing shoes on with Principal Eve Litwack at the #PS107 Spring Fling. https://t.co/Ta01jssS3w",0
"5573","Let's go @Bucks... Love watching the next superstar @Giannis_An34 #game1 #gobucksgo",0
"5574","#Awesome time at the Ole Seale Courthouse in Russell County #LaborDay Festival! Great to visit with the folks from Russell County High! #local #alpolitics #tomwhatleyforsenate https://t.co/v08BSgF7Li",0
"5575","Today's announcement will help, but I won't give up until we get more relief and assistance for our local businesses!
https://t.co/y41CvQlLAe",0
"5576","RT @MOFarmBureau: """"""""""""""""It is an honor to host @GovParsonMO today to discuss agriculture issues in southeast MO. Having a lifelong farmer as our governor gives MO farmers confidence that their voices will be heard in Jefferson City..."""""""""""""""" Read more of @HurstBlake's statement at: https://t.co/GKd0OPsuB8 https://t.co/By1Dg20Xvm",0
"5577","Tuesdays are relatively bad days for net change in COVID hospitalization. https://t.co/tQmw7WXFv2",0
"5578","The stories from Minnesota and California spending on their communities and their success are just wonderful. #St… - https://t.co/KW3pJjA6IT",0
"5579","RT @lukeoneil47: This week the MA legislature passed a fairly comprehensive moratorium on all evictions and foreclosures. @MikeConnollyMA the dem socialist state rep behind the bill walked me through what it entails. """"""""""""""""This is the right thing to do. The moral thing to do."""""""""""""""" https://t.co/6gzcs7NrQ8",0
"5580","@chrisjacobsHC @helenaguirrefer @JoeBiden Nope not what I'm saying! And if you knew me you would know that. ;)",0
"5581","RT @tammybaldwin: It’s Saturday, and guess what that means? There are voters to talk to! This afternoon, I stopped at a few canvasses to thank folks for their help in the final stretch of this campaign. Keep up the great work! https://t.co/dQeUYLWV0m",0
"5582","During the past several months, I have met with state employees and learned how they and their families have... http://t.co/Feb3wd2NC6",0
"5583","RT @FlaDems: Reminder: This is Trump and Pence's immigration plan. #VPDebate https://t.co/MqI4JF2J5y",0
"5584","RT @ABQJournal: Editorial: It's time (again) to talk about breaking up APS https://t.co/sbsr08qEQJ",0
"5585","RT @RyanBizzarro: Even @GovEdRendell likes a good #selfie! http://t.co/NXfbW0bgUI",0
"5586","RT @AOC: Journalism isn’t just about the questions you ask, but the questions you don’t.

If you’re a reporter or pundit who has badgered every Dem about “socialism” yet aren’t asking EVERY Republican about what they plan to do about Rep. King’s white supremacy,you’re telling on yourself.",0
"5587","Helping advocate and lead the charge if Men against Human Sex Trafficking! https://t.co/bgf6HlN95M",0
"5588","Here we go... https://t.co/juYO1PAZBu",0
"5589","We’re all in this together, Minnesota.
Let’s take care of each other.
#StayHomeMN 
#ForAHealthyThrivingMinnesota https://t.co/dmFPF3jGdp",0
"5590","RT @MargotBarnet: Thanks @elizabethforma for standing up for working people! Glad to see you here in Worcester! #masen #mapoli http://t.co/rXCawCLn",0
"5591","Happy to welcome @Ozzie4Nevada to the @nvassemblydems team!  Looking forward to helping him win in November  #nvleg",0
"5592","@shannonrwatts @KenPaxtonTX Is that even what happened and is that even statute",0
"5593","RT @IBEW: Kansas Chamber Of Commerce lobbyist: bill is needed to end public sector unions http://t.co/lCQt2JEJ #Ksleg #ibew 31u",0
"5594","RT @EDCOkaloosa: Representative Mel Ponder speaking with TeCMEN this beautiful Tuesday morning! https://t.co/YDs7LekISM",0
"5595","RT @WWIIpix: American M-10 tank destroyers crawl up a muddy road through the Hürtgen Forest. The narrow, twisting roads and thick stands of trees made the use of armor all but impossible, November 1944. #WW2 https://t.co/Zt8EoLSn5R",0
"5596","Reminder FSA DOLLARS expire in 3 days. HSA will carryover. If you don't know what these letters mean then you probably need not be concerned lol🤣 check your insurance to be sure.",0
"5597","I've alway said education is the key to open the door to success. Thank you @MicahLasher. In UNITY there is STRENGTH. #TrueBlueNY #NoIDC",0
"5598","RT @DailyCaller: Soleimani once mocked President @realDonaldTrump and threatened that """"""""""""""""we are near you in places that you can't even imagine.""""""""""""""""
https://t.co/Gq9FKaaFxc",0
"5599","RT @ProudResister: Sometimes people over complicate the conspiracy b/w Trump and Russia:

Trump’s businesses are funded by Russian Oligarchs. Trump’s conspiring with Russia to line his pockets. Putin’s conspiring with Trump to destabilize America and make Russia great again.

#TrumpRussiaConspiracy",0
"5600","At East Brunswick volunteer Independent Fire Company 75th anniversary party.CONGRATS &amp; THX. Willow St.Station. Sun, food, band.Come on by!!!",0
"5601","Pastor Fitzgerald has been leading the Freedom Way flock for 30 years in Capitol Heights and he… https://t.co/U1kMZ7IyMq",0
"5602","RT @Sapakoff: Standing next to @DJUiagalelei ... height/weight wise he resembles Daunte Culpepper. But evidently faster.  Those poor ACC D-coordinators.",0
"5603","Conservatives have gone from “Evil Empire” to “I’d rather be a Russian than a Democrat.” So where should D party position itself to win in so called Red states? #Resist https://t.co/GCyKI2ucpR",0
"5604","Great piece on the harmful effects of altered and distorted images of humans in our media. 

This is why I filed H.3892, An Act relative to mental health promotion through realistic advertising images. #MentalHealthMatters #AlteredAds 
https://t.co/r9iAGISxur",0
"5605","This is the north-south line of AMTRAK.  It runs from Miami to Boston. No trains can pass.  #prayforkingstree http://t.co/Q0MSE5a4gk",0
"5606","@BitterWaterBlue Notice where they are marching.",0
"5607","Thank you. 🙏🏾 https://t.co/mneliTm5xP",0
"5608","RT @jeremybird: YES https://t.co/8ECeouPM3q",0
"5609","RT @AllianceBL: ABL Member and Co-Owner and Chief Sustainability Officer of @SaundersHotels, @TeddsTweet, is talking with @JamieEldridgeMA about his support for the #TransportationClimateInitiative #TCI and putting a price on carbon during #MACleanEnergyDay. https://t.co/YqOei6zL98",0
"5610","In continuing my way around the district for Read Across America, today I read to Mrs. LaFrance’s 2nd grade class... https://t.co/M6E34U9ne4",0
"5611","Transforming America: Women and Leadership in the 21st Century
Presented by the Andrus Center and Boise State... http://t.co/2Gz0VxcfaU",0
"5612","""""""""""""""""We are stronger when we work together"""""""""""""""" @MankaDhingra at her kickoff w/ hundreds of supporters! #redmond #kirkland https://t.co/eapzNfyUJd",0
"5613","State legislation allowing oyster farming peaks the interest of Valley entrepreneurs https://t.co/ObQzj9Cc8I https://t.co/VjKUlm1qJk",0
"5614","@aishabbwahab 😍",0
"5615","RT @RepFrankLucas: Today we celebrate the men and women who grow the food, fuel, and fiber that feeds, energizes, and clothes our nation. Happy #NationalAgDay to all of Oklahoma’s farmers and producers. https://t.co/5AE14yTMAw",0
"5616","""""""""""""""""(PWC) lost a fourth resident to COVID-19...The person was in their 80s and suffered from chronic health conditions.
/
(PWC) lost its first resident to COVID-19 (3/27). Another two residents... in their 60s w/ chronic health conditions, died (3/30 &amp; 4/3).""""""""""""""""
https://t.co/F4ZuTJZJ8s",0
"5617","@JaneDueker He is busy issuing travel advisories. I didn’t know he moonlighted as head of the State Department.",0
"5618","RT @NHYoungDems: Hey @ChrisSununu, 107k Granite Staters are watching and worrying that you will repeal bipartisan and successful medicaid expansion program.",0
"5619","American energy, skills for American workers, and a renewal of American values. This blueprint begins with American manufacturing.""""""""""""""""",0
"5620","I LOVE BEING HOME... Did a sit down with Bob Young from ‘Why I See’ regarding House Bill 219  - which will take away voters ability to vote on having Sunday Alcohol Sales. This bill will be receiving opponent testimony October 2 on the Commerce and Labor Committee. https://t.co/MVMoAMvNYg",0
"5621","RT @chavarinjr: Thank you @rudysalasjr for meeting with the Student Senate and letting us continue to advocate for the CCC https://t.co/UuRlqbBEwX",0
"5622","RT @3ndone: @WVBIC @JordanHillWV Thank you for trying to get my family an apology! Repeal was just as sweet though! ;)",0
"5623","The US treats child care as private enterprise; more like a gym than a school. 

Hoping that child care centers weather this crisis isn’t enough. 

@CaWomensCaucus is fighting for child care to be financed as a public good, not just referred to as one.  

https://t.co/SDsXDNtP5I https://t.co/EeNt4yqPFx",0
"5624","Thanks to @RepChrisSmith for writing -&gt; Stopping abortion on demand in Obamacare http://t.co/ZXzU5kRJEM",0
"5625","RT @A_DLCC: While legislators have temporary immunity from prosecution during the legislative session they are not able to commit crimes or endanger the community without repercussion. Now that the session is over, Mosley should be held responsible for violating the law. https://t.co/FJZckNv7NX",0
"5626","RT @azcentral: Polls are officially closed in the #AZ08 special election primary. The first results will come around 8 p.m. Check https://t.co/Y6JNj1orlT for updates. https://t.co/zSeEn7oe5s",0
"5627","80% of prescription #opioids sold worldwide are sold in US. What do other countries use for pain? #OldSchool drugs: #ibuprofen,  
#aspirin.",0
"5628","@mrs_mc_kay Love this one! Great word choice!",0
"5629","Powerful morning at @WillowCenterROC’s 20th Annual Legislative Breakfast. The work of staff and volunteers at Willow truly saves and transforms the lives of families in our community. Together we can support survivors and end the cycle of violence. https://t.co/1zBl4xq7cY",0
"5630","RT @Knoxville_PD: Amid COVID-19 concerns, please continue to follow the recommendations of @CDCgov and @KnoxCoHealthTN. 

Wash your hands often, avoid close contact with people who are sick, stay home if you’re sick and cover coughs and sneezes https://t.co/ho133vdlyO https://t.co/dXbSioPRNX",0
"5631","Integrity of Harris County Voter Roll Continues To Be At Risk. https://t.co/JfBgrlGced #txlege https://t.co/4YpiTKmHfL",0
"5632","#CampaignLife https://t.co/s0aWXaxu8z",0
"5633","(There’s also a podcast for your commute to and from the Capitol... see July 2019 for starters...) https://t.co/QmO2TbrO90",0
"5634","RT @RepMichaelWaltz: I'm a Green Beret and a proud veteran. This impeachment process does not make me proud.

As a sitting member of Congress, I still can't read the transcripts on impeaching our President.

I've fought in third-world countries that have fairer processes than what we're seeing today. https://t.co/6QSf8V1qA4",0
"5635","https://t.co/dJ6pmIB3TE https://t.co/dJ6pmIB3TE",0
"5636","RT @NicoleArbour: Call me old fashioned, but I still believe in the truth.",0
"5637","RT @TheDemocrats: ICYMI: The CDC is hosting a Twitter Q&amp;A on #COVID19. https://t.co/SGAKBcrIG6",0
"5638","I will be leading a walking tour of Pepco's infrastructure near Kensington on Sunday. https://t.co/YoWTUA3E",0
"5639","Just participated in BNAN's Walk the Future Greenway from #milton to #mattapan! Exciting future! #mapoli #bospoli http://t.co/k8yUwcMfM4",0
"5640","RT @HemingwayHitch: @nhannahjones Side note. Saw a lot of white people reposting this video with a lot of smiles and laughs and saying how cool this was. When you see Black boys walking down the street like them, have that same energy ok.",0
"5641","RT @RepStephenMeeks: A good read on why social distancing is important right now.  

The reported cases are different from the real cases and how that can affect our community.  This is what the math and data show:

https://t.co/IXg5MnmGRO

#arpx #arnews",0
"5642","The Christian Church (Disciples of Christ) Regional Ministers of South Carolina: Rev. Sotello Long and North... http://t.co/3lKQmdRji5",0
"5643","RT @BerniceKing: What can I share about the evil of white supremacy that hasn’t been shared?

How many more will be slaughtered before we, with white people stepping up, join to say “No more. We must rid our world of this evil”?

Pray. But remember, faith without works is dead.",0
"5644","RT @TheDLCC: Women have had enough. They're running for office in record numbers to change things and make a difference. Listen to @schriock1 and @jessicapost talk about it on the latest episode of STATED on Apple, Google, Spotify, Stitcher or your favorite podcast app https://t.co/WHq1CKUGtq https://t.co/4fP2g6jqOs",0
"5645","@CalliNorton @JakeWilkns TBH I think we can remove country too",0
"5646","RT @kalinj: Our Warrant Article is up #WA21 starting off with advocacy of passage to implement a #GasBan in new construction and big renovations @BrooklineMOF @MothersOutFront #RenewablesAreTheFuture thanks rep @TommyVitolo https://t.co/Oc7um8EDda",0
"5647","RT @NEPCtweet: New NBER study finds that class size matters (to the surprise of no teacher) @nberpubs @Larryferlazzo https://t.co/ZTymXWcYYX",0
"5648","Noon update: 236,000 without power in Brevard.  That's a 20,000 improvement in two hours.   Stay patient -- they... https://t.co/EPFkECTC25",0
"5649","Same. https://t.co/DfITFNHRtX",0
"5650","RT @BarackObama: The fires across the West Coast are just the latest examples of the very real ways our changing climate is changing our communities. Protecting our planet is on the ballot. Vote like your life depends on it—because it does. https://t.co/gKGegXWxQu",0
"5651","@MMLKGov @kmeadbourbon @KyDistillers Kristin is a jewel in Kentucky's crown!",0
"5652","👇 https://t.co/8nCOnreVwC",0
"5653","I don’t take corporate PAC money, but there are 2,500 people following this Twitter account. If every one of you who sees this tweet donates $27 right now, our campaign would have the resources we need to win this critical 2018 election. Can you pitch in? https://t.co/g249EA5fBy https://t.co/LWrWs8t8Mh",0
"5654","RT @ButchOtter: It was my honor to swear in newly appointed Justice G. Richard Bevan to Idaho’s Supreme Court today. Congratulations Justice Bevan! https://t.co/jRzcmcvlkD",0
"5655","People are saying this should just be renamed the Nolan Arenado Award. A lot of people are saying it. https://t.co/j9tuBnZG3q",0
"5656","I had a great morning at the @NBTXChamber discussing the special session, &amp; looking towards the future Thanks for having me! #TXlege https://t.co/e51qizITDA",0
"5657","Good group at the Middletown-Eastwood Trail design """"""""""""""""stakeholder"""""""""""""""" meetung. http://t.co/HIGLmkx4tO",0
"5658","We will never forget. 
#mapoli #andover #dracut #lawrencema #tewksbury",0
"5659","RT @ChrisMurphyCT: #MentalHealthReform passed the Senate. It's headed to the President's desk to become law. https://t.co/JjEVe8brQw",0
"5660","RT @threadreaderapp: @iwrite2praise Hi, you can read it here: Thread by @bshelburne: THREAD: Today I talked to Willie Simmons, who has spent the last 38 years in prison for stealing… https://t.co/sZT62eUfCN. Talk to you soon. 🤖",0
"5661","I had a great time visiting the @SelfhelpNY Benjamin Rosenthal-Prince Street Innovative Senior Center in Flushing with @nily this morning https://t.co/vdKn6FPOx7",0
"5662","Had a great time tonight w/ my colleagues from @BlackCaucusMD . Thanks to @MorganStateU for hosting us this year for our annual #HBCU Night! Our Caucus is committed to supporting in every way our state’s 4 #HBCUs . #Working4MD https://t.co/s4LyAOB8Xk",0
"5663","Thanks to the folks @abbvie &amp; @HeartofAmericaF for transforming the STEM lab at Elm Park Community School in #WorcesterMA!  This revitalized academic space will help our next generation tackle the challenges of tomorrow. https://t.co/BB6ZIamznC @RalphLambalot @Sen_Chandler",0
"5664","@mikesunx One in the hand . . .",0
"5665","@TeriChristoph Deal. Look forward to it.",0
"5666","A troubling trend. MN state spending is up 12% while revenue up only 4%. What will July look like? #mnleg #rochmn http://t.co/gQ5UUFhwZ6",0
"5667","""""""""""""""""Community paramedics improve patients’ quality of life and reduce health care costs."""""""""""""""" Great work @SBCOUNTYFIRE! https://t.co/6M1Mdkojil",0
"5668","RT @CabviUtica: On Wednesday, our outgoing and incoming CEOs, Rudy D'Amico and Ed Welsh, received NYS Commendations awards. Presented by @SenGriffo​, Rudy and Ed were celebrated for their lasting contributions in the community. We would like to congratulate them both on this great achievement! https://t.co/QSs1znyjLn",0
"5669","MO Fish-Wrapper is out! https://t.co/1FZpMejIrM Stories via @VoteJW @travisfitzwater @USRepLong",0
"5670","The truth always comes out. https://t.co/KvPTt7XKAY",0
"5671","Will the coronavirus bring voting into the 21st century? https://t.co/NF1O2ODM9q",0
"5672","https://t.co/UfgDcgH78H https://t.co/NVChrLxVpd",0
"5673","RT @AliVelshi: Just to be clear, Canada, which has 1/10th the population of the US, had ZERO deaths from Coronavirus on 9/11/20. America had 1,094.",0
"5674","Welcome to the Florida Legislature @GoodforFlorida! @FlaDems #BlueWave2018 #FlipItBlue https://t.co/x9pZVfZ1bz",0
"5675","Thanks to Lookout Mtn Community Services for allowing me to help serve Thanksgiving dinner today in Chickamauga",0
"5676","This made me laugh.  Out loud. For a long time. https://t.co/8FWFDsh3Xt",0
"5677","“For it is by grace we have been saved, through faith, and not from ourselves.  It is the gift of God - not by works - so that no one could boast.”  Ephesians 2:8-9.  So thankful for the Cross! https://t.co/RJWBDyxOJA",0
"5678","RT @MattShaheen: Texas has such a great business environment that we are ranked number #1 for female entrepreneurs. https://t.co/r3R7BurxBw",0
"5679","RT @BottWMC: @Kurt_R_Bauer: @JohnJagler was a true-leader for job creation and voted time and again to support pro-growth policies http://t.co/8pbsgA0r85",0
"5680","RT @mnhouseDFL: Happening now: Tune in to live coverage of the #MNHouse Education Finance Division’s remote hearing on compensation for hourly employees required for school days canceled due to COVID-19 (coronavirus) during the 2019-2020 school year. https://t.co/7iumgZa1YM https://t.co/DwpoU7Ro5O",0
"5681","RT @jaketapper: I couldn’t believe it when I first saw it, but I checked, and yes, the president of the United States actually RTed this message to “Leave Democrat cities. Let them rot.” https://t.co/1b6yZXhQ2p",0
"5682","The glue to which he refers is a traditional social hierarchy built on white supremacy and keeping women in an inferior position. https://t.co/Nshv833uej",0
"5683","Proud to share the news that Anchor Recovery is offering services at the Health Equity Zone in West Warwick https://t.co/LbMFDsAmYH",0
"5684","I also try to never forget all those who over the past 13 years who have protected this country from another 9/11. God Bless them.",0
"5685","RT @NEGameandParks: Mormon Island State Recreation Area, near Grand Island in Hall County, reopened its campground today, June 12, as part of the @NEGameandParks' continuing effort to restore park opportunities and amenities across the state.

More info: https://t.co/IFsZve8qWB https://t.co/a6xJeNRpc2",0
"5686","Accountability and oversight are key aspects of #SB5. #SB5 provides crucial state funding needed to build affordable housing for those who need it most. The bill underwent vigorous review and was amended many times to reflect leg and stakeholder input. https://t.co/u04Y50Wa71",0
"5687","RT @vhspears: West Sixth Brewery co-founder is the new chair of the Kentucky Democratic Party https://t.co/xZaL8WtRZk",0
"5688","@ECUProfessor You getting sponsor dollars for the product placement? 😉",0
"5689","RT @SteveScalise: Thank you to all the teachers in Louisiana - every day you make a difference in the lives of millions of kids. https://t.co/SLrOHkCZmk",0
"5690","Great @VW ad! #SuperBowl the best team is in Chattanooga!",0
"5691","RT @sixers: Appreciate each and every one of you. Always. https://t.co/qhAI2DKodG",0
"5692","Herb Conaway http://t.co/nT6Enrt via @AddToAny",0
"5693","RT @JeanGeorgesAE: Sharing is caring, says @mason4233 who stresses importance of coming out and being open about diagnosis #27AEC https://t.co/clk43jZStI",0
"5694","RT @ananavarro: I’ve never seen more compelling advocates than the survivors of #StonemanDouglas. They’re not political hacks, partisans or professional spokespeople. They’re teen-agers robbed of their innocence. They demand better of adults in charge, who’ve failed them. They’re hard to ignore.",0
"5695","RT @wjtuck: Walker's exit leaves some major donors up for grabs http://t.co/TukuRg6vu2 via @OpenSecretsDC",0
"5696","RT @mattgaetz: Agree! https://t.co/Jl3soqE7Wm",0
"5697","We are ALWAYS different than California...thank goodness! Open up classrooms and let children learn, Texas! Are you ready for some football?! https://t.co/eoC7vbJoXa",0
"5698","Almost anything can be expressed in an image, but I love maps the most. https://t.co/A83O9X7042",0
"5699","RT @vb_kristin: @RepCarolMoss I am really nervous about going back to school. Social distancing is impossible with the number of students we have in our classes. Quite a few of our teachers are high risk, and coming back into the petri dish of public schools is dangerous. It's a constant worry for all of us.",0
"5700","Celebrating wedding eve with my in-laws-to-be at the @IowaStateFair! Fun and refreshments at the @IACraftBeerTent! http://t.co/HORYAfR9g7",0
"5701","GOCCP 1.8 million in Safe Streets Program (proven public health model) reduce violence",0
"5702","RT @bakerhhhs: Everyone involved w/ @HH_Schools #feedafriend including @davethomtvteach, Mrs. SET and #StuCo deserve a HUGE pat on back...",0
"5703","Today is Flag Day which commemorates the adoption of the flag of the United States on June 14, 1777 by resolution of the Second Continental Congress. As we honor the day, let us remember all those who fought and continue to defend our freedoms.#flagday2020 https://t.co/55dVgJJYXe",0
"5704","We’re #1! (again) Congrats to @MNSteveSimon and team for running a great election! Now let’s make our elections even better: automatic voter registration, voting rights restoration, true early vote anyone? https://t.co/P5b8tS6VsV",0
"5705","RT @BoyneSierra: Having a “real medic” and none was on scene and that man not but 20 minutes later was confirmed dead. When I close my eyes I can only see his face and the murderous rage in the eyes of a cop abusing me to force me away from helping him as best I could.",0
"5706","Tonight's conundrum: the library is selling a set of pristine Agatha Christie books at a great price. Do I dare risk Matt finding out I bought an 81-book set without following his one-in-one-out rule?",0
"5707","RT @JoyRovaris: Iceland for the win. 🙌🏽 https://t.co/dk8kcKvGg2",0
"5708","@Dbacks road uniforms make them look like sweaty mechanics. #birdland",0
"5709","RT @VP: ignoring the excellent care being provided to families and children. Our great @CBP agents deserve better and the American people deserve the whole story from CNN! https://t.co/hsKsU6umhW",0
"5710","RT @JoeBiden: .@BarackObama led our nation back from the brink of economic collapse. He rallied the world to take on the scourge of terror and the threat of climate change.
When he tells you that our democracy is on the line this fall: listen. Vote.

https://t.co/MtT1Nu2GVs",0
"5711","RT @GovMikeHuckabee: Best Lines of the Day! From @KamVTV:  “I remember when the news used to tell us what happened and we had to decide what to think about it. Now the news tells us how to think about something, and then we have to decide if it even happened.”",0
"5712","RT @Capitolwire: More oversight needed of PA’s voter registration system, says Auditor General.   https://t.co/HeFi3f2gzl",0
"5713","RT @BryanDeanWright: We need a national day of remembrance for the reputations of journalists that died while in the line of the Press Secretary’s fire.

May they all Rest In Peace.

https://t.co/4CxqeRmVOZ",0
"5714","RT @Vitamin_G_pint: @VoteSuz @RepBrianKing The MOST frustrating part of these choices is that we are now witnessing the COMPLETE lack of planning and resources given to schools for either option to be a good one.

The state's strategy was just to ignore the problem and hope it goes away with warmer weather.

FRUSTRATING!",0
"5715","RT @FLGOPMajority: Meet new Republican member @DannyBurgessFL, elected to House District 38. #sayfie http://t.co/mAk8BBqdKY",0
"5716","Today is a National Day of Mourning in our country.  No matter what you think of his politics and policies, President H.W. Bush served our country honorably and with civility and compassion.  May he Rest In Peace, and May God Bless America! #GeorgeHWBushFuneral https://t.co/8DMzjwPUFX",0
"5717","RT @kylegriffin1: Be warned: Local television stations owned by the Sinclair Broadcast Group are set to air a baseless, warped conspiracy theory over the weekend that suggests Dr. Anthony Fauci is responsible for the creation of the coronavirus. It's all a lie. https://t.co/lkEca0AbfX",0
"5718","RT @GregHilburn1: ICYMI: @LAStatePolice chief's promotion could knock son from ranks b/c of nepotism #lagov #lalege https://t.co/SbuCGFDNDw @shreveporttimes",0
"5719","Great to have Rep. Sean Shaw in the Burg! https://t.co/J4j2lgFMxg",0
"5720","RT @EmmanuelMacron: https://t.co/3g5LYO9Osj",0
"5721","Lake County residents at the Capitol advocating for clean jobs and the health of our communities. #CleanJobsIL https://t.co/aCk01MpL6a",0
"5722","Talked to offices of Sens. Cruz and Cronyn who are concerned about losses in Panhandle fire. Pleas pray for the families of 4 deceased Texns",0
"5723","RT @OrioleVb: There will be a short volleyball meeting tomorrow after school in Coach Hallmarks room. Room 108.",0
"5724","The appeal of their conviction led to the decision.

""""""""""""""""The freedom to marry has long been recognized as one of the vital personal rights essential to the orderly pursuit of happiness by free men.” From Chief Justice Earl Warren’s majority opinion in Loving v. Virginia
3/3",0
"5725","No one deserves to die due to COVID-19. Especially if it's due to neglect of authorities in charge of their day-to-day activities. This is happening in ICE facilities as well. Trump keeps allowing these Coronavirus outbreaks to continue happening under his watch. It has to stop. https://t.co/zEqFEFlRUI",0
"5726","@LMSMS Thank you for visiting!",0
"5727","Thursday we celebrated volunteers from the GECAC Foster Grandparent Program.  Working with pre-K students, Foster Grandparents are generously support our young people in preschool. We are thankful for your service to our community!  
To learn more: https://t.co/TdUBP8w9qD https://t.co/Ak2OQGeiN5",0
"5728","RT @rdustin: I can't even imagine what it's like being in the shoes of someone who feels it's just a matter of time before they are killed by the police.",0
"5729","RT @exjon: Great news, #Seattle: You get to pay 75% more for your Pepsi. https://t.co/TviQqScMtE",0
"5730","RT @RepDanCullinane: Busy Saturday @StateHouse voting on FY17 Budget! #mapoli #bospoli @massdems @DotNews @MiltonTimes @BayStateBanner https://t.co/6Cl856ggyW",0
"5731","RT @WVUhoops: Congrats to All-Big 12 First Team player @JuwanStaten3 on an outstanding season. #HailWV http://t.co/bqcEgysiAJ",0
"5732","@JoyAnnReid your turn. https://t.co/NMEMKERaqy",0
"5733","Happy Wednesday, it's the day before the holiday and I'm getting ready to talk with Ward 7 voters @howseforcouncil",0
"5734","RT @RI_Barrington: https://t.co/JM3uYb6pXy",0
"5735","@WomenLegisLobby https://t.co/bXrZQYxlV9",0
"5736","@jrosenbaum Guess it’s just a matter of time before it hits the fightin’ 83rd",0
"5737","RT @MartinsvilleSwy: Race fans, Clay wanted to speak to you directly about the postponement of the #STP500 and the #AlphaEnergy250 https://t.co/i2uLxhtgQe",0
"5738","RT @StevenBeschloss: If this doesn’t infuriate you, then you really don’t care about the survival of our democracy. Democrats must accelerate their response to the destruction of our postal system. https://t.co/BQgrUJU9xJ",0
"5739","We Can Do Better. We Have to Do Better. WATCH @SenatorFasano's  remarks opposing the state budget https://t.co/9OoJZ6kUs9 #ctbudget",0
"5740","Attended the Garfield Cty Health and Human Services meeting in Rifle and then talked about the """"""""""""""""next step"""""""""""""""" in our... http://t.co/uJr5N7ZU",0
"5741","Higher Ed a big part of #ROC plan for success. More stem degrees than almost anywhere else #ROCWINNING",0
"5742","Informational hearing on substance abuse crisis, Sec Sudders. """"""""""""""""2 1/2 x more die from Opiad OD than car accidents"""""""""""""""" http://t.co/KrGYMGCuRi",0
"5743","Under @realDonaldTrump, America’s employers added 266k jobs in November &amp; unemployment fell to 50-year low of 3.5%! Imagine if he had a Congress that actually worked w/ him to pass #USMCA that would add $68.2B to the U.S. economy and create 176k new jobs. https://t.co/glcZgG9oLy",0
"5744","RT @joeytwogloves: The IIANC table at today’s ⁦@NCFEF⁩ Leadership Luncheon ⁦@TheBigI_NC⁩ https://t.co/Q3UmN0jg9j",0
"5745","I just speak my mind, man. 😁💕👍RT:""""""""""""""""@Won_derWoman: I love when @along_came_sami blogs via tweets. #lifelessons #loveandstuff #shesmywifey""""""""""""""""",0
"5746","@s_dortch https://t.co/ExrUFemzmh",0
"5747","A great new team!! Excited to work with the inspiring and dedicated @Jo_Comerford, @DianaDiZoglio, @Becca4MASenate!!! https://t.co/PJu7kLUZ28",0
"5748","Father, daughters, niece &amp; brother-in-law day on the range https://t.co/O25RDMPpSF",0
"5749","successful day, good night",0
"5750","For too long, #txlege has starved agencies of resources resulting, in some cases, to deteriorating facilities that aren’t fit for use. While we’ve made some progress recently, the hole is deep. The Legislature must ensure the safety and health of state employees and clients. https://t.co/TpqE5blwIO",0
"5751","Heading to Lexington, Kentucky with my daughter Tiki, to the worlds largest model horse show, BreyerFest!

Tiki,... https://t.co/8FpEgjPPKS",0
"5752","Sen. L Louise Lucas will be the FIRST WOMAN and FIRST BLACK PERSON to serve as President Pro Tempore of the Senate of Virginia!!! 400 years later - #HERstory! 🙌🏾 https://t.co/JkNAA958Eg",0
"5753","together - all by ourselves - in 2015. Sen. @BrianBenjamin would come on board in 2018 and we reintroduced the bill as the Eric Garner Anti-chokehold Bill. Yesterday, in Albany, we hope we made you proud; and that what happened to your son in 2014, - what would follow-  will",0
"5754","RT @CoveredCA: The last day to sign up for health coverage is January 15. Act now and get covered for 2019. https://t.co/rME0aNMeSo https://t.co/KJrwcV2ySe",0
